show,date,name,gender
Fox News Sunday,1/5/14,Mitt Romney,m
Fox News Sunday,1/5/14,Doris Kearns Goodwin,f
Fox News Sunday,1/5/14,George Will,m
Fox News Sunday,1/5/14,Ilyse Hogue,f
Fox News Sunday,1/5/14,Amy Walter,f
Fox News Sunday,1/5/14,Charles Lane,m
Meet the Press,1/5/14,John Noseworthy,m
Meet the Press,1/5/14,Chuck Todd,m
Meet the Press,1/5/14,Judy Woodruff,f
Meet the Press,1/5/14,Jim Cramer,m
Meet the Press,1/5/14,Steve Schmidt,m
Meet the Press,1/5/14,Gene Sperling,m
Meet the Press,1/5/14,Janet Napolitano,f
Meet the Press,1/5/14,Donna Edwards,f
Meet the Press,1/5/14,Delos Cosgrove,m
State of the Union,1/5/14,Scott Walker,m
State of the Union,1/5/14,Gene Sperling,m
State of the Union,1/5/14,Stuart Rothenberg,m
State of the Union,1/5/14,Mattie Duppler,f
State of the Union,1/5/14,Cornell Belcher,m
This Week,1/5/14,Charles E. Schumer,m
This Week,1/5/14,Rand Paul,m
This Week,1/5/14,Cokie Roberts,f
This Week,1/5/14,Ben Smith,m
This Week,1/5/14,Ana Navarro,f
This Week,1/5/14,Brian Schweitzer,m
This Week,1/5/14,Bill Kristol,m
Face the Nation,1/12/14,Chesley Sullenberger,m
Face the Nation,1/12/14,Michael Gerson,m
Face the Nation,1/12/14,Elijah E. Cummings,m
Face the Nation,1/12/14,Gerald Seib,m
Face the Nation,1/12/14,John Harris,m
Face the Nation,1/12/14,John Wisniewski,m
Face the Nation,1/12/14,Rana Foroohar,f
Face the Nation,1/12/14,Marco Rubio,m
Fox News Sunday,1/12/14,Jim Inhofe,m
Fox News Sunday,1/12/14,George Will,m
Fox News Sunday,1/12/14,Steve Southerland II,m
Fox News Sunday,1/12/14,Benjamin L. Cardin,m
Fox News Sunday,1/12/14,Karl Rove,m
Fox News Sunday,1/12/14,Chris Van Hollen,m
Fox News Sunday,1/12/14,Juan Williams,m
Fox News Sunday,1/12/14,Bob Woodward,m
Meet the Press,1/12/14,Chris Matthews,m
Meet the Press,1/12/14,Jeffrey Goldberg,m
Meet the Press,1/12/14,Chuck Todd,m
Meet the Press,1/12/14,Rick Santorum,m
Meet the Press,1/12/14,Stephanie Rawlings-Blake,f
Meet the Press,1/12/14,Harry Smith,m
Meet the Press,1/12/14,Kimberley Strassel,f
Meet the Press,1/12/14,Jane Harman,f
Meet the Press,1/12/14,Reince Priebus,m
Meet the Press,1/12/14,Maria Shriver,f
Meet the Press,1/12/14,Mark Halperin,m
State of the Union,1/12/14,Martin O'Malley,m
State of the Union,1/12/14,Sean Spicer,m
State of the Union,1/12/14,John McCain,m
State of the Union,1/12/14,Karen Tumulty,f
State of the Union,1/12/14,Mo Elleithee,m
This Week,1/12/14,Donna Brazile,f
This Week,1/12/14,Adam Kinzinger,m
This Week,1/12/14,Rudolph W. Giuliani,m
This Week,1/12/14,Carly Fiorina,f
This Week,1/12/14,Jeannie Leavitt,f
This Week,1/12/14,David Plouffe,m
This Week,1/12/14,Liza Mundy,f
This Week,1/12/14,Judy Smith,f
This Week,1/12/14,Matthew Dowd,m
Face the Nation,1/19/14,Tom Donilon,m
Face the Nation,1/19/14,Christi Parsons,f
Face the Nation,1/19/14,Michael Morell,m
Face the Nation,1/19/14,David Sanger,m
Face the Nation,1/19/14,Mike D. Rogers,m
Face the Nation,1/19/14,Ruth Marcus,f
Face the Nation,1/19/14,Mark Udall,m
Fox News Sunday,1/19/14,Robert Costa,m
Fox News Sunday,1/19/14,Michael Hayden,m
Fox News Sunday,1/19/14,Brit Hume,m
Fox News Sunday,1/19/14,David Kennedy,m
Fox News Sunday,1/19/14,Kevin Cleary,m
Fox News Sunday,1/19/14,Peter Kim,m
Fox News Sunday,1/19/14,Kimberley Strassel,f
Fox News Sunday,1/19/14,Juan Williams,m
Fox News Sunday,1/19/14,Patrick J. Leahy,m
Meet the Press,1/19/14,Rudolph W. Giuliani,m
Meet the Press,1/19/14,Nia-Malika Henderson,f
Meet the Press,1/19/14,John Wisniewski,m
Meet the Press,1/19/14,Dianne Feinstein,f
Meet the Press,1/19/14,Newt Gingrich,m
Meet the Press,1/19/14,Alexis Ohanian,m
Meet the Press,1/19/14,Robert M. Gates,m
Meet the Press,1/19/14,Mike D. Rogers,m
Meet the Press,1/19/14,Andrea Mitchell,f
Meet the Press,1/19/14,Harold E. Ford Jr.,m
State of the Union,1/19/14,Donna Brazile,f
State of the Union,1/19/14,Angus King,m
State of the Union,1/19/14,Kristen Soltis-Anderson,f
State of the Union,1/19/14,Mike D. Rogers,m
State of the Union,1/19/14,Michael Crowley,m
This Week,1/19/14,Mary Matalin,f
This Week,1/19/14,Michael McCaul ,m
This Week,1/19/14,David Remnick,m
This Week,1/19/14,James Carville,m
This Week,1/19/14,Vladimir Putin,m
This Week,1/19/14,Tavis Smiley,m
This Week,1/19/14,Peggy Noonan,f
Face the Nation,1/26/14,Brian Boitano,m
Face the Nation,1/26/14,Charles E. Schumer,m
Face the Nation,1/26/14,Ted Cruz,m
Face the Nation,1/26/14,Michael McCaul ,m
Face the Nation,1/26/14,Billie Jean King,f
Face the Nation,1/26/14,Bill Daley,m
Face the Nation,1/26/14,Bob Woodward,m
Face the Nation,1/26/14,Peggy Noonan,f
Face the Nation,1/26/14,Bill Kristol,m
Fox News Sunday,1/26/14,Dan Pfeiffer,m
Fox News Sunday,1/26/14,Mitch McConnell,m
Fox News Sunday,1/26/14,Brit Hume,m
Fox News Sunday,1/26/14,George Will,m
Fox News Sunday,1/26/14,Julie Pace,f
Fox News Sunday,1/26/14,Evan Bayh,m
Meet the Press,1/26/14,Richard J. Durbin,m
Meet the Press,1/26/14,Chuck Todd,m
Meet the Press,1/26/14,Michael Powell,m
Meet the Press,1/26/14,Jesselyn Radack,f
Meet the Press,1/26/14,Rand Paul,m
Meet the Press,1/26/14,Mike Murphy,m
Meet the Press,1/26/14,Loretta Sanchez,f
Meet the Press,1/26/14,Carolyn Ryan,f
Meet the Press,1/26/14,Michael Chertoff,m
State of the Union,1/26/14,Tom Cole ,m
State of the Union,1/26/14,Dan Pfeiffer,m
State of the Union,1/26/14,Dana Bash,f
State of the Union,1/26/14,Sergey Ivanovich Kislyak,m
State of the Union,1/26/14,Steny H. Hoyer,m
State of the Union,1/26/14,Rand Paul,m
This Week,1/26/14,Greg Whiteley,m
This Week,1/26/14,Greta Van Susteren,f
This Week,1/26/14,Rick Santorum,m
This Week,1/26/14,Matt Bai,m
This Week,1/26/14,Cokie Roberts,f
This Week,1/26/14,Jay Carney,m
This Week,1/26/14,Van Jones,m
Face the Nation,2/2/14,Rudolph W. Giuliani,m
Face the Nation,2/2/14,Michael Gerson,m
Face the Nation,2/2/14,David Gergen,m
Face the Nation,2/2/14,Eric Cantor ,m
Face the Nation,2/2/14,Kimberley Strassel,f
Face the Nation,2/2/14,Denis McDonough,m
Face the Nation,2/2/14,Bob Shrum,m
Fox News Sunday,2/2/14,Terry Bradshaw,m
Fox News Sunday,2/2/14,John Elway,m
Fox News Sunday,2/2/14,Archie Manning,m
Fox News Sunday,2/2/14,Michael Strahan,m
Fox News Sunday,2/2/14,Roger Goodell,m
Fox News Sunday,2/2/14,Jimmy Johnson,m
Fox News Sunday,2/2/14,Howie Long,m
Fox News Sunday,2/2/14,Troy Aikman,m
Meet the Press,2/2/14,Robert Gibbs,m
Meet the Press,2/2/14,Chuck Todd,m
Meet the Press,2/2/14,Doris Kearns Goodwin,f
Meet the Press,2/2/14,Gwen Ifill,f
Meet the Press,2/2/14,Julian Assange,m
Meet the Press,2/2/14,Alan Schwartz,m
Meet the Press,2/2/14,Tony Dungy,m
Meet the Press,2/2/14,Denis McDonough,m
Meet the Press,2/2/14,Rich Lowry,m
Meet the Press,2/2/14,Tim Scott ,m
State of the Union,2/2/14,Anita Dunn,f
State of the Union,2/2/14,Artur Davis,m
State of the Union,2/2/14,Ron Brownstein,m
State of the Union,2/2/14,Bobby Jindal,m
This Week,2/2/14,Donna Brazile,f
This Week,2/2/14,Paul D. Ryan ,m
This Week,2/2/14,Matthew Dowd,m
This Week,2/2/14,Paul Krugman,m
This Week,2/2/14,Ana Navarro,f
This Week,2/2/14,Bill Kristol,m
Face the Nation,2/9/14,Kelly Ayotte,f
Face the Nation,2/9/14,Mark Mazzetti,m
Face the Nation,2/9/14,Richard J. Durbin,m
Face the Nation,2/9/14,Peter T. King,m
Face the Nation,2/9/14,Jeffrey Goldberg,m
Face the Nation,2/9/14,Michele Norris,f
Face the Nation,2/9/14,Margaret Brennan,f
Face the Nation,2/9/14,John Dickerson,m
Fox News Sunday,2/9/14,Roy Blunt,m
Fox News Sunday,2/9/14,Adam B. Schiff,m
Fox News Sunday,2/9/14,George Will,m
Fox News Sunday,2/9/14,Michael McCaul ,m
Fox News Sunday,2/9/14,Julie Pace,f
Fox News Sunday,2/9/14,Benjamin L. Cardin,m
Fox News Sunday,2/9/14,Toni Hiley,f
Fox News Sunday,2/9/14,Juan Williams,m
Fox News Sunday,2/9/14,Laura Ingraham,f
Meet the Press,2/9/14,Michael McFaul,m
Meet the Press,2/9/14,Charles E. Schumer,m
Meet the Press,2/9/14,Michael Needham,m
Meet the Press,2/9/14,Jonathan Allen,m
Meet the Press,2/9/14,Rob Portman,m
Meet the Press,2/9/14,E.J. Dionne,m
Meet the Press,2/9/14,Amie Parnes,f
Meet the Press,2/9/14,David Brooks,m
Meet the Press,2/9/14,Mona Sutphen,f
Meet the Press,2/9/14,Andrea Mitchell,f
State of the Union,2/9/14,Nicholas Burns,m
State of the Union,2/9/14,John Negroponte,m
State of the Union,2/9/14,A.B. Stoddard,f
State of the Union,2/9/14,Janet Napolitano,f
State of the Union,2/9/14,Ana Navarro,f
State of the Union,2/9/14,Cornell Belcher,m
State of the Union,2/9/14,Dimitri Simes,m
This Week,2/9/14,Tom Cole ,m
This Week,2/9/14,Jeff Zeleny,m
This Week,2/9/14,David Plouffe,m
This Week,2/9/14,Mike D. Rogers,m
This Week,2/9/14,S.E. Cupp,f
This Week,2/9/14,Keith Ellison,m
Face the Nation,2/16/14,Neera Tanden,f
Face the Nation,2/16/14,Jarrett Bell,m
Face the Nation,2/16/14,John Harris,m
Face the Nation,2/16/14,Jim DeMint,m
Face the Nation,2/16/14,Donte Stallworth,m
Face the Nation,2/16/14,Jennifer Rubin,f
Face the Nation,2/16/14,David Sanger,m
Face the Nation,2/16/14,Howard Bragman,m
Face the Nation,2/16/14,J. Marshall Shepard,m
Face the Nation,2/16/14,Pat McCrory,m
Face the Nation,2/16/14,Bob Woodward,m
Face the Nation,2/16/14,Cyd Zeigler,m
Fox News Sunday,2/16/14,Girard Senahi,m
Fox News Sunday,2/16/14,Xavier Becerra,m
Fox News Sunday,2/16/14,George Will,m
Fox News Sunday,2/16/14,Kimberley Strassel,f
Fox News Sunday,2/16/14,Ted Strickland,m
Fox News Sunday,2/16/14,Kirsten Powers,f
Fox News Sunday,2/16/14,Karl Rove,m
Fox News Sunday,2/16/14,Mike Lee,m
Fox News Sunday,2/16/14,Charles Lane,m
Meet the Press,2/16/14,Marsha Blackburn ,f
Meet the Press,2/16/14,Nicolle Wallace,f
Meet the Press,2/16/14,Chuck Todd,m
Meet the Press,2/16/14,Mitt Romney,m
Meet the Press,2/16/14,David Axelrod,m
Meet the Press,2/16/14,Julie Pace,f
Meet the Press,2/16/14,Bill Nye,m
Meet the Press,2/16/14,Richard Engel,m
State of the Union,2/16/14,John McCain,m
State of the Union,2/16/14,Kevin Madden,m
State of the Union,2/16/14,Steve Forbes,m
State of the Union,2/16/14,Austan Goolsbee,m
State of the Union,2/16/14,Corey Dade,m
State of the Union,2/16/14,Margie Omero,f
This Week,2/16/14,Katrina vanden Heuvel,f
This Week,2/16/14,Chris Kluwe,m
This Week,2/16/14,Pete Thamel,m
This Week,2/16/14,Kevin Spacey,m
This Week,2/16/14,Jonathan Karl,m
This Week,2/16/14,Heidi Cullen,f
This Week,2/16/14,Alicia Menendez,f
This Week,2/16/14,Rebecca Jarvis,f
This Week,2/16/14,Pat McCrory,m
This Week,2/16/14,Eric Garcetti,m
This Week,2/16/14,Cyd Zeigler,m
This Week,2/16/14,Peggy Noonan,f
Face the Nation,2/23/14,Dan Balz,m
Face the Nation,2/23/14,Bobby Ghosh,m
Face the Nation,2/23/14,Martin O'Malley,m
Face the Nation,2/23/14,John McCain,m
Face the Nation,2/23/14,Jonathan Martin,m
Face the Nation,2/23/14,Amy Walter,f
Face the Nation,2/23/14,Margaret Brennan,f
Face the Nation,2/23/14,John Dickerson,m
Face the Nation,2/23/14,Bobby Jindal,m
Fox News Sunday,2/23/14,Kelly Ayotte,f
Fox News Sunday,2/23/14,Richard J. Durbin,m
Fox News Sunday,2/23/14,Peter Shumlin,m
Fox News Sunday,2/23/14,Scott Walker,m
Fox News Sunday,2/23/14,Michael Needham,m
Fox News Sunday,2/23/14,George Will,m
Fox News Sunday,2/23/14,Jane Harman,f
Fox News Sunday,2/23/14,Juan Williams,m
Meet the Press,2/23/14,Chris Matthews,m
Meet the Press,2/23/14,Mark Wells,m
Meet the Press,2/23/14,Judy Woodruff,f
Meet the Press,2/23/14,Helene Cooper,f
Meet the Press,2/23/14,David Brooks,m
Meet the Press,2/23/14,Susan Rice,f
State of the Union,2/23/14,Dan Malloy,m
State of the Union,2/23/14,Robert Costa,m
State of the Union,2/23/14,Penny Lee,f
State of the Union,2/23/14,Rick Perry,m
State of the Union,2/23/14,Ramesh Ponnuru,m
State of the Union,2/23/14,Joe Morton,m
State of the Union,2/23/14,Mike Pence,m
State of the Union,2/23/14,Jay Nixon,m
This Week,2/23/14,Donna Brazile,f
This Week,2/23/14,Thomas Friedman,m
This Week,2/23/14,Matthew Dowd,m
This Week,2/23/14,George W. Bush,m
This Week,2/23/14,Jacob Wood,m
This Week,2/23/14,Bill Kristol,m
Face the Nation,3/2/14,Kirsten Gillibrand,f
Face the Nation,3/2/14,David Martin,m
Face the Nation,3/2/14,Danielle Pletka,f
Face the Nation,3/2/14,Michael O'Hanlon,m
Face the Nation,3/2/14,Margaret Brennan,f
Face the Nation,3/2/14,Chuck Hagel,m
Fox News Sunday,3/2/14,Darrell Issa,m
Fox News Sunday,3/2/14,Scott P. Brown,m
Fox News Sunday,3/2/14,George Will,m
Fox News Sunday,3/2/14,Evan Bayh,m
Fox News Sunday,3/2/14,Rob Portman,m
Fox News Sunday,3/2/14,Chris Van Hollen,m
Fox News Sunday,3/2/14,Elise Viebeck,f
Meet the Press,3/2/14,Jerry Brown,m
Meet the Press,3/2/14,Saxby Chambliss,m
Meet the Press,3/2/14,Chuck Todd,m
Meet the Press,3/2/14,Stephanie Rawlings-Blake,f
Meet the Press,3/2/14,Tina Brown,f
Meet the Press,3/2/14,Ralph Reed,m
Meet the Press,3/2/14,Marco Rubio,m
Meet the Press,3/2/14,Kathleen Parker,f
Meet the Press,3/2/14,Claire McCaskill,f
State of the Union,3/2/14,Rick Santorum,m
State of the Union,3/2/14,Amy Walter,f
State of the Union,3/2/14,Ross Douthat,m
State of the Union,3/2/14,Bill Burton,m
This Week,3/2/14,Nate Silver,m
This Week,3/2/14,Adam Kinzinger,m
This Week,3/2/14,Russ Feingold,m
This Week,3/2/14,Michael McFaul,m
This Week,3/2/14,Cokie Roberts,f
This Week,3/2/14,Ben Affleck,m
This Week,3/2/14,Rich Lowry,m
This Week,3/2/14,Van Jones,m
Face the Nation,3/9/14,Jeffrey Goldberg,m
Face the Nation,3/9/14,Peter Baker,m
Face the Nation,3/9/14,James A. Baker III,m
Face the Nation,3/9/14,Dick Cheney,m
Face the Nation,3/9/14,Rich Lowry,m
Face the Nation,3/9/14,Margaret Brennan,f
Fox News Sunday,3/9/14,George Will,m
Fox News Sunday,3/9/14,Rick Santorum,m
Fox News Sunday,3/9/14,Rand Paul,m
Fox News Sunday,3/9/14,Jane Harman,f
Fox News Sunday,3/9/14,Rana Foroohar,f
Fox News Sunday,3/9/14,Robert M. Gates,m
Meet the Press,3/9/14,Timothy Dolan,m
Meet the Press,3/9/14,Ralph Reed,m
Meet the Press,3/9/14,Tony Blinken,m
Meet the Press,3/9/14,Ron Fournier,m
Meet the Press,3/9/14,Karen  Bass,f
Meet the Press,3/9/14,Andrea Mitchell,f
State of the Union,3/9/14,Zygimantas Pavilionis,m
State of the Union,3/9/14,A.B. Stoddard,f
State of the Union,3/9/14,Charlie Crist,m
State of the Union,3/9/14,Ben Ferguson,m
State of the Union,3/9/14,Tony Blinken,m
State of the Union,3/9/14,Marina Kalijurand,f
State of the Union,3/9/14,Donna Brazile,f
This Week,3/9/14,Joaquin Castro ,m
This Week,3/9/14,David Plouffe,m
This Week,3/9/14,Ted Cruz,m
This Week,3/9/14,Rand Paul,m
This Week,3/9/14,Mike D. Rogers,m
This Week,3/9/14,Ana Navarro,f
This Week,3/9/14,Misty Copeland,f
This Week,3/9/14,Peggy Noonan,f
Face the Nation,3/16/14,Charlie D'Agata,m
Face the Nation,3/16/14,Chesley Sullenberger,m
Face the Nation,3/16/14,Tom Donilon,m
Face the Nation,3/16/14,Michael Gerson,m
Face the Nation,3/16/14,Bobby Ghosh,m
Face the Nation,3/16/14,Mark Rosenker,m
Face the Nation,3/16/14,Seth Doane,m
Face the Nation,3/16/14,Anne Gearan,f
Face the Nation,3/16/14,Margaret Brennan,f
Face the Nation,3/16/14,Mike D. Rogers,m
Face the Nation,3/16/14,Elizabeth Palmer,f
Face the Nation,3/16/14,Bob Orr,m
Fox News Sunday,3/16/14,Peter Goelz,m
Fox News Sunday,3/16/14,Michael McCaul ,m
Fox News Sunday,3/16/14,Bob Corker,m
Fox News Sunday,3/16/14,Marcee Craighill,f
Fox News Sunday,3/16/14,Robert Menendez,m
Meet the Press,3/16/14,Richard J. Durbin,m
Meet the Press,3/16/14,Dan Pfeiffer,m
Meet the Press,3/16/14,Robert Gibbs,m
Meet the Press,3/16/14,Greg Feith,m
Meet the Press,3/16/14,Jon Ralston,m
Meet the Press,3/16/14,Israel Ortega,m
Meet the Press,3/16/14,Carolyn Ryan,f
Meet the Press,3/16/14,Jeff Flake,m
State of the Union,3/16/14,William J. Marks,m
State of the Union,3/16/14,John Goglia,m
State of the Union,3/16/14,John McCain,m
State of the Union,3/16/14,John Negroponte,m
State of the Union,3/16/14,Reince Priebus,m
State of the Union,3/16/14,Steven Wallace,m
State of the Union,3/16/14,Colleen Keller,f
This Week,3/16/14,Michael Eric Dyson,m
This Week,3/16/14,Katrina vanden Heuvel,f
This Week,3/16/14,Peter T. King,m
This Week,3/16/14,Greta Van Susteren,f
This Week,3/16/14,Jeremy Schaap,m
This Week,3/16/14,Matthew Dowd,m
This Week,3/16/14,Steve Ganyard,m
This Week,3/16/14,Christopher S. Murphy,m
This Week,3/16/14,Bill Gates,m
This Week,3/16/14,Bill Kristol,m
Face the Nation,3/23/14,Kelly Ayotte,f
Face the Nation,3/23/14,Leigh Gallagher,f
Face the Nation,3/23/14,Chesley Sullenberger,m
Face the Nation,3/23/14,Richard J. Durbin,m
Face the Nation,3/23/14,David Gallo,m
Face the Nation,3/23/14,Mitt Romney,m
Face the Nation,3/23/14,David Sanger,m
Face the Nation,3/23/14,Clarissa Ward,f
Fox News Sunday,3/23/14,Michael McCaul ,m
Fox News Sunday,3/23/14,Alan Diehl,m
Fox News Sunday,3/23/14,Juan Williams,m
Fox News Sunday,3/23/14,John Kasich,m
Fox News Sunday,3/23/14,Donald Graham,m
Fox News Sunday,3/23/14,Bob Woodward,m
Fox News Sunday,3/23/14,Paul Wolfowitz,m
Fox News Sunday,3/23/14,Laura Ingraham,f
Meet the Press,3/23/14,Jimmy Carter,m
Meet the Press,3/23/14,Michael Nutter,m
Meet the Press,3/23/14,Arne Duncan,m
Meet the Press,3/23/14,David Brooks,m
Meet the Press,3/23/14,Reggie Love,m
Meet the Press,3/23/14,Rich Lowry,m
Meet the Press,3/23/14,Mike D. Rogers,m
Meet the Press,3/23/14,Michael Chertoff,m
Meet the Press,3/23/14,Andrea Mitchell,f
Meet the Press,3/23/14,Mark Emmert,m
State of the Union,3/23/14,Neera Tanden,f
State of the Union,3/23/14,Bobbie Scholley,f
State of the Union,3/23/14,Mark Weiss,m
State of the Union,3/23/14,Stephen Trimble,m
State of the Union,3/23/14,Newt Gingrich,m
State of the Union,3/23/14,Tony Blinken,m
State of the Union,3/23/14,Susan Page,f
State of the Union,3/23/14,Maxim van Norden,m
State of the Union,3/23/14,Patrick Meehan ,m
This Week,3/23/14,Tom Cole ,m
This Week,3/23/14,Nate Silver,m
This Week,3/23/14,Dan Senor,m
This Week,3/23/14,Matt Damon,m
This Week,3/23/14,Cokie Roberts,f
This Week,3/23/14,Keith Ellison,m
Face the Nation,3/30/14,William J. Marks,m
Face the Nation,3/30/14,David Gergen,m
Face the Nation,3/30/14,David Ignatius,m
Face the Nation,3/30/14,Michael Hayden,m
Face the Nation,3/30/14,Michael Morell,m
Face the Nation,3/30/14,Gwen Ifill,f
Face the Nation,3/30/14,Carolyn Ryan,f
Face the Nation,3/30/14,Mark Emmert,m
Fox News Sunday,3/30/14,Mark Miller,m
Fox News Sunday,3/30/14,Angus King,m
Fox News Sunday,3/30/14,Kimberley Strassel,f
Fox News Sunday,3/30/14,Karl Rove,m
Fox News Sunday,3/30/14,John Barrasso,m
Fox News Sunday,3/30/14,Ron Fournier,m
Fox News Sunday,3/30/14,Mike D. Rogers,m
Fox News Sunday,3/30/14,Ellyn Miller,f
Fox News Sunday,3/30/14,Charles Lane,m
Meet the Press,3/30/14,Ron Wyden,m
Meet the Press,3/30/14,Rudolph W. Giuliani,m
Meet the Press,3/30/14,Loretta Weinberg,f
Meet the Press,3/30/14,Peter Baker,m
Meet the Press,3/30/14,Michael Leiter,m
Meet the Press,3/30/14,Rick Santorum,m
Meet the Press,3/30/14,Kevin Tibbles,m
Meet the Press,3/30/14,Amy Walter,f
Meet the Press,3/30/14,Svante Myrick,m
State of the Union,3/30/14,Kenneth Feinberg,m
State of the Union,3/30/14,Kevin Madden,m
State of the Union,3/30/14,Darlene Superville,f
State of the Union,3/30/14,Dianne Feinstein,f
State of the Union,3/30/14,Bill Burton,m
This Week,3/30/14,Keith Olbermann,m
This Week,3/30/14,David Plouffe,m
This Week,3/30/14,John Wisniewski,m
This Week,3/30/14,Matthew Dowd,m
This Week,3/30/14,Bill Kristol,m
This Week,3/30/14,Donna Brazile,f
Face the Nation,4/6/14,Dan Pfeiffer,m
Face the Nation,4/6/14,Thomas Friedman,m
Face the Nation,4/6/14,Michael McCaul ,m
Face the Nation,4/6/14,Todd Purdum,m
Face the Nation,4/6/14,Heidi Cullen,f
Face the Nation,4/6/14,Amy Walter,f
Face the Nation,4/6/14,John Dickerson,m
Fox News Sunday,4/6/14,Richard Thomas,m
Fox News Sunday,4/6/14,Michael Hayden,m
Fox News Sunday,4/6/14,Brit Hume,m
Fox News Sunday,4/6/14,Elizabeth (Liz) Cheney,f
Fox News Sunday,4/6/14,Michael McCaul ,m
Fox News Sunday,4/6/14,Juan Williams,m
Fox News Sunday,4/6/14,Tim Kaine,m
Fox News Sunday,4/6/14,Elise Vieback,f
Meet the Press,4/6/14,Shaun McCutcheon,m
Meet the Press,4/6/14,Michael Lewis,m
Meet the Press,4/6/14,Kevin Tibbles,m
Meet the Press,4/6/14,Robert Weissman,m
Meet the Press,4/6/14,Steve Case,m
Meet the Press,4/6/14,Mike Mullen,m
Meet the Press,4/6/14,John E. Sununu,m
Meet the Press,4/6/14,Kathleen Parker,f
Meet the Press,4/6/14,Harold E. Ford Jr.,m
State of the Union,4/6/14,Tulsi Gabbard,f
State of the Union,4/6/14,Nick Sabatini,m
State of the Union,4/6/14,Nancy Pelosi,f
State of the Union,4/6/14,Kitty Higgins,f
State of the Union,4/6/14,Tim Murphy ,m
State of the Union,4/6/14,Mike D. Rogers,m
State of the Union,4/6/14,C.A. Dutch Ruppersberger,m
This Week,4/6/14,Peter Chiarelli,m
This Week,4/6/14,Newt Gingrich,m
This Week,4/6/14,Alicia Menendez,f
This Week,4/6/14,John R. Carter ,m
This Week,4/6/14,Claire McCaskill,f
This Week,4/6/14,Bill Kristol,m
This Week,4/6/14,Donna Brazile,f
Face the Nation,4/13/14,Michael Eric Dyson,m
Face the Nation,4/13/14,Leigh Gallagher,f
Face the Nation,4/13/14,Marsha Blackburn ,f
Face the Nation,4/13/14,Evan Wolfson,m
Face the Nation,4/13/14,Michael Gerson,m
Face the Nation,4/13/14,Elijah E. Cummings,m
Face the Nation,4/13/14,Frank Rich,m
Face the Nation,4/13/14,Peter Baker,m
Face the Nation,4/13/14,Nikole Hannah-Jones,f
Face the Nation,4/13/14,Tavis Smiley,m
Fox News Sunday,4/13/14,Sander M. Levin,m
Fox News Sunday,4/13/14,Brit Hume,m
Fox News Sunday,4/13/14,Charles Boustany Jr.,m
Fox News Sunday,4/13/14,Sheldon Whitehouse,m
Fox News Sunday,4/13/14,George Will,m
